wavenumber / cm^-1,absorbance / a.u.
3151.115,2.93482
3152.079,2.937131
3153.044,2.939939
3154.008,2.942309
3154.972,2.94514
3155.936,2.947541
3156.901,2.950579
3157.865,2.953049
3158.829,2.95549
3159.793,2.957651
3160.758,2.960778
3161.722,2.96298
3162.686,2.96522
3163.65,2.967711
3164.614,2.970798
3165.579,2.972899
3166.543,2.9755
3167.507,2.97786
3168.471,2.980991
3169.436,2.983649
3170.4,2.9865
3171.364,2.98812
3172.328,2.991002
3173.293,2.994352
3174.257,2.997439
3175.221,2.99939
3176.185,3.00227
3177.15,3.004591
3178.114,3.00685
3179.078,3.00915
3180.042,3.01176
3181.006,3.013701
3181.971,3.017069
3182.935,3.019639
3183.899,3.02207
3184.863,3.024391
3185.828,3.027739
3186.792,3.030129
3187.756,3.03273
3188.72,3.035181
3189.685,3.038109
3190.649,3.040479
3191.613,3.04382
3192.577,3.04597
3193.541,3.048259
3194.506,3.050869
3195.47,3.05387
3196.434,3.05583
3197.398,3.058051
3198.363,3.060049
3199.327,3.06284
3200.291,3.065731
3201.255,3.069341
3202.22,3.07131
3203.184,3.073309
3204.148,3.075651
3205.112,3.07879
3206.077,3.080879
3207.041,3.083489
3208.005,3.085961
3208.969,3.08849
3209.933,3.090539
3210.898,3.09323
3211.862,3.09501
3212.826,3.098011
3213.79,3.100509
3214.755,3.103129
3215.719,3.10523
3216.683,3.10791
3217.647,3.110281
3218.612,3.113019
3219.576,3.11537
3220.54,3.1182
3221.504,3.120132
3222.469,3.123448
3223.433,3.126389
3224.397,3.12886
3225.361,3.130651
3226.325,3.134171
3227.29,3.136809
3228.254,3.13975
3229.218,3.142281
3230.182,3.144721
3231.147,3.147049
3232.111,3.149669
3233.075,3.151041
3234.039,3.154241
3235.004,3.157399
3235.968,3.160619
3236.932,3.162831
3237.896,3.16572
3238.86,3.168029
3239.825,3.170739
3240.789,3.1733
3241.753,3.17671
3242.717,3.179049
3243.682,3.181669
3244.646,3.18372
3245.61,3.18656
3246.574,3.188482
3247.539,3.191858
3248.503,3.19483
3249.467,3.19778
3250.431,3.200792
3251.396,3.203529
3252.36,3.205529
3253.324,3.20804
3254.288,3.210741
3255.252,3.213971
3256.217,3.216249
3257.181,3.2195
3258.145,3.222141
3259.109,3.225241
3260.074,3.228169
3261.038,3.231759
3262.002,3.233971
3262.966,3.236991
3263.931,3.240019
3264.895,3.24251
3265.859,3.244361
3266.823,3.247941
3267.787,3.250219
3268.752,3.252999
3269.716,3.25517
3270.68,3.25803
3271.644,3.260808
3272.609,3.264809
3273.573,3.26738
3274.537,3.27029
3275.501,3.273132
3276.466,3.276289
3277.43,3.27871
3278.394,3.28181
3279.358,3.284542
3280.323,3.287919
3281.287,3.290629
3282.251,3.29385
3283.215,3.29564
3284.179,3.297931
3285.144,3.300599
3286.108,3.30412
3287.072,3.306611
3288.036,3.309311
3289.001,3.311599
3289.965,3.31468
3290.929,3.31581
3291.893,3.318141
3292.858,3.321419
3293.822,3.325089
3294.786,3.327871
3295.75,3.33102
3296.714,3.332889
3297.679,3.335939
3298.643,3.33921
3299.607,3.34253
3300.571,3.344859
3301.536,3.348009
3302.5,3.3504
3303.464,3.35301
3304.428,3.354602
3305.393,3.357659
3306.357,3.36039
3307.321,3.36405
3308.285,3.366442
3309.25,3.369678
3310.214,3.372809
3311.178,3.37615
3312.142,3.378731
3313.106,3.381811
3314.071,3.384119
3315.035,3.38714
3315.999,3.390281
3316.963,3.393621
3317.928,3.395749
3318.892,3.398999
3319.856,3.402401
3320.82,3.4054
3321.785,3.407379
3322.749,3.411049
3323.713,3.41327
3324.677,3.41514
3325.641,3.417638
3326.606,3.421649
3327.57,3.42433
3328.534,3.42798
3329.498,3.430259
3330.463,3.433089
3331.427,3.43607
3332.391,3.43921
3333.355,3.441121
3334.32,3.443899
3335.284,3.44681
3336.248,3.44929
3337.212,3.450452
3338.177,3.453678
3339.141,3.456879
3340.105,3.46051
3341.069,3.463461
3342.033,3.46618
3342.998,3.467739
3343.962,3.4715
3344.926,3.474921
3345.89,3.478051
3346.855,3.480009
3347.819,3.482759
3348.783,3.485491
3349.747,3.48795
3350.712,3.489639
3351.676,3.493609
3352.64,3.496751
3353.604,3.500141
3354.569,3.502729
3355.533,3.505189
3356.497,3.50748
3357.461,3.511711
3358.425,3.514439
3359.39,3.517179
3360.354,3.52015
3361.318,3.52378
3362.282,3.526532
3363.247,3.530149
3364.211,3.53254
3365.175,3.5352
3366.139,3.537512
3367.104,3.540838
3368.068,3.542959
3369.032,3.54586
3369.996,3.549091
3370.96,3.553941
3371.925,3.557389
3372.889,3.56186
3373.853,3.564821
3374.817,3.568281
3375.782,3.571449
3376.746,3.574939
3377.71,3.577251
3378.674,3.581041
3379.639,3.584849
3380.603,3.588789
3381.567,3.591391
3382.531,3.594701
3383.496,3.597438
3384.46,3.601369
3385.424,3.6042
3386.388,3.607941
3387.352,3.610998
3388.317,3.614899
3389.281,3.61778
3390.245,3.62019
3391.209,3.622322
3392.174,3.626138
3393.138,3.62959
3394.102,3.6343
3395.066,3.638062
3396.031,3.642048
3396.995,3.644459
3397.959,3.64815
3398.923,3.650161
3399.887,3.652841
3400.852,3.655669
3401.816,3.66052
3402.78,3.665161
3403.744,3.670082
3404.709,3.674069
3405.673,3.677989
3406.637,3.681331
3407.601,3.685441
3408.566,3.688179
3409.53,3.692649
3410.494,3.697041
3411.458,3.701
3412.423,3.704248
3413.387,3.709799
3414.351,3.7136
3415.315,3.717031
3416.279,3.721537
3417.244,3.727109
3418.208,3.73097
3419.172,3.73546
3420.136,3.740133
3421.101,3.745158
3422.065,3.74853
3423.029,3.75356
3423.993,3.757212
3424.958,3.762107
3425.922,3.767439
3426.886,3.77234
3427.85,3.775911
3428.814,3.781101
3429.779,3.784769
3430.743,3.79057
3431.707,3.796142
3432.671,3.802192
3433.636,3.805939
3434.6,3.810619
3435.564,3.816171
3436.528,3.821141
3437.493,3.825519
3438.457,3.833028
3439.421,3.838561
3440.385,3.843651
3441.35,3.848567
3442.314,3.855139
3443.278,3.86022
3444.242,3.866641
3445.206,3.872017
3446.171,3.877789
3447.135,3.88375
3448.099,3.88959
3449.063,3.894783
3450.028,3.900767
3450.992,3.90703
3451.956,3.9147
3452.92,3.919523
3453.885,3.925327
3454.849,3.931698
3455.813,3.93884
3456.777,3.944812
3457.741,3.951963
3458.706,3.957568
3459.67,3.96426
3460.634,3.972373
3461.598,3.980912
3462.563,3.986468
3463.527,3.993348
3464.491,3.999842
3465.455,4.006931
3466.42,4.013568
3467.384,4.022778
3468.348,4.028362
3469.312,4.036212
3470.277,4.045325
3471.241,4.054188
3472.205,4.06177
3473.169,4.070682
3474.133,4.078516
3475.098,4.086398
3476.062,4.09525
3477.026,4.105191
3477.99,4.112004
3478.955,4.120755
3479.919,4.13038
3480.883,4.14086
3481.847,4.149846
3482.812,4.160465
3483.776,4.16908
3484.74,4.17936
3485.704,4.188742
3486.669,4.198834
3487.633,4.209017
3488.597,4.22235
3489.561,4.233103
3490.525,4.244665
3491.49,4.254847
3492.454,4.266327
3493.418,4.276713
3494.382,4.288593
3495.347,4.300857
3496.311,4.314007
3497.275,4.325844
3498.239,4.340073
3499.204,4.353203
3500.168,4.366066
3501.132,4.37874
3502.096,4.392364
3503.06,4.406592
3504.025,4.423316
3504.989,4.43688
3505.953,4.451943
3506.917,4.466329
3507.882,4.483572
3508.846,4.49885
3509.81,4.51549
3510.774,4.53094
3511.739,4.548802
3512.703,4.56282
3513.667,4.57924
3514.631,4.596365
3515.596,4.614818
3516.56,4.632065
3517.524,4.65199
3518.488,4.668744
3519.452,4.686479
3520.417,4.704995
3521.381,4.724646
3522.345,4.739925
3523.309,4.759465
3524.274,4.779655
3525.238,4.800335
3526.202,4.819355
3527.166,4.840544
3528.131,4.857601
3529.095,4.878475
3530.059,4.89668
3531.023,4.913274
3531.987,4.9301
3532.952,4.951985
3533.916,4.9693
3534.88,4.986333
3535.844,5.001491
3536.809,5.02174
3537.773,5.0391
3538.737,5.05932
3539.701,5.074377
3540.666,5.087824
3541.63,5.09923
3542.594,5.11673
3543.558,5.132813
3544.523,5.143993
3545.487,5.154177
3546.451,5.17147
3547.415,5.184754
3548.379,5.199055
3549.344,5.209557
3550.308,5.220367
3551.272,5.229243
3552.236,5.23978
3553.201,5.244218
3554.165,5.254067
3555.129,5.261592
3556.093,5.26803
3557.058,5.269688
3558.022,5.275419
3558.986,5.27707
3559.95,5.28017
3560.914,5.28007
3561.879,5.280241
3562.843,5.27678
3563.807,5.278709
3564.771,5.27653
3565.736,5.274932
3566.7,5.26968
3567.664,5.26577
3568.628,5.258506
3569.593,5.251013
3570.557,5.24639
3571.521,5.24354
3572.485,5.23709
3573.45,5.235837
3574.414,5.230482
3575.378,5.22605
3576.342,5.223341
3577.306,5.222956
3578.271,5.217811
3579.235,5.216771
3580.199,5.215469
3581.163,5.212098
3582.128,5.206151
3583.092,5.204341
3584.056,5.197408
3585.02,5.189047
3585.985,5.182231
3586.949,5.182981
3587.913,5.17233
3588.877,5.163447
3589.841,5.154204
3590.806,5.146042
3591.77,5.13529
3592.734,5.127898
3593.698,5.119145
3594.663,5.111443
3595.627,5.10694
3596.591,5.10065
3597.555,5.091409
3598.52,5.087632
3599.484,5.08265
3600.448,5.08039
3601.412,5.076749
3602.377,5.074197
3603.341,5.069061
3604.305,5.06662
3605.269,5.06587
3606.233,5.065099
3607.198,5.06286
3608.162,5.059861
3609.126,5.057332
3610.09,5.0609
3611.055,5.06109
3612.019,5.06216
3612.983,5.064311
3613.947,5.0681
3614.912,5.071648
3615.876,5.077209
3616.84,5.07963
3617.804,5.09036
3618.769,5.090599
3619.733,5.095619
3620.697,5.10216
3621.661,5.106791
3622.625,5.108472
3623.59,5.11056
3624.554,5.10735
3625.518,5.1045
3626.482,5.099518
3627.447,5.090547
3628.411,5.07365
3629.375,5.05767
3630.339,5.037196
3631.304,5.018928
3632.268,4.995356
3633.232,4.97349
3634.196,4.947333
3635.16,4.921546
3636.125,4.897076
3637.089,4.875976
3638.053,4.853535
3639.017,4.832734
3639.982,4.811575
3640.946,4.794914
3641.91,4.779247
3642.874,4.766736
3643.839,4.752397
3644.803,4.741163
3645.767,4.72959
3646.731,4.723909
3647.696,4.718384
3648.66,4.707273
3649.624,4.69768
3650.588,4.691158
3651.552,4.684077
3652.517,4.677693
3653.481,4.67177
3654.445,4.66906
3655.409,4.662519
3656.374,4.660041
3657.338,4.6569
3658.302,4.65464
3659.266,4.65311
3660.231,4.652279
3661.195,4.65047
3662.159,4.6497
3663.123,4.649291
3664.087,4.649739
3665.052,4.64906
3666.016,4.65044
3666.98,4.65137
3667.944,4.651772
3668.909,4.6569
3669.873,4.651971
3670.837,4.648811
3671.801,4.65341
3672.766,4.65493
3673.73,4.65486
3674.694,4.65223
3675.658,4.653961
3676.623,4.65459
3677.587,4.65434
3678.551,4.65179
3679.515,4.652629
3680.479,4.65169
3681.444,4.65123
3682.408,4.65023
3683.372,4.65038
3684.336,4.65062
3685.301,4.651289
3686.265,4.65484
3687.229,4.65479
3688.193,4.650012
3689.158,4.65701
3690.122,4.657869
3691.086,4.66044
3692.05,4.663531
3693.014,4.665761
3693.979,4.666749
3694.943,4.66818
3695.907,4.670171
3696.871,4.673901
3697.836,4.676639
3698.8,4.682889
3699.764,4.68696
3700.728,4.689162
3701.693,4.695897
3702.657,4.702299
3703.621,4.70533
3704.585,4.709841
3705.55,4.714427
3706.514,4.721548
3707.478,4.72881
3708.442,4.732312
3709.406,4.740878
3710.371,4.752047
3711.335,4.75395
3712.299,4.76352
3713.263,4.772733
3714.228,4.778527
3715.192,4.7849
3716.156,4.79228
3717.12,4.801441
3718.085,4.809235
3719.049,4.819727
3720.013,4.83209
3720.977,4.842003
3721.941,4.854929
3722.906,4.872226
3723.87,4.886146
3724.834,4.904774
3725.798,4.922445
3726.763,4.945623
3727.727,4.973622
3728.691,5.00679
3729.655,5.045421
3730.62,5.084023
3731.584,5.114041
3732.548,5.15177
3733.512,5.174964
3734.477,5.189924
3735.441,5.199879
3736.405,5.2014
3737.369,5.20179
3738.333,5.198434
3739.298,5.189903
3740.262,5.18696
3741.226,5.19097
3742.19,5.206858
3743.155,5.214131
3744.119,5.20371
3745.083,5.19889
3746.047,5.196786
3747.012,5.157934
3747.976,5.075344
3748.94,4.89013
3749.904,4.627789
3750.869,4.446074
3751.833,4.299342
3752.797,4.195839
3753.761,4.146151
3754.725,4.112133
3755.69,4.086775
3756.654,4.070334
3757.618,4.056466
3758.582,4.043638
3759.547,4.034404
3760.511,4.027422
3761.475,4.02027
3762.439,4.015839
3763.404,4.011192
3764.368,4.006271
3765.332,4.00387
3766.296,4.004289
3767.26,4.000648
3768.225,3.997052
3769.189,3.99338
3770.153,3.9977
3771.117,3.995439
3772.082,3.993211
3773.046,3.9919
3774.01,3.9919
3774.974,3.991981
3775.939,3.99357
3776.903,3.99286
3777.867,3.99242
3778.831,3.992712
3779.796,3.998199
3780.76,3.99736
3781.724,3.99739
3782.688,3.99723
3783.652,3.99794
3784.617,3.99929
3785.581,4.00095
3786.545,4.00058
3787.509,4.001299
3788.474,4.00022
3789.438,3.99923
3790.402,3.99797
3791.366,3.99845
3792.331,3.99835
3793.295,3.99913
3794.259,3.99822
3795.223,3.99649
3796.187,3.998769
3797.152,4.002069
3798.116,4.00132
3799.08,4.00353
3800.044,3.999699
3801.009,4.000098
3801.973,4.00647
3802.937,4.00738
3803.901,4.006102
3804.866,4.007417
3805.83,4.00459
3806.794,4.00804
3807.758,4.01287
3808.723,4.012569
3809.687,4.01265
3810.651,4.01418
3811.615,4.016311
3812.579,4.018871
3813.544,4.02185
3814.508,4.022251
3815.472,4.019013
3816.436,4.027451
3817.401,4.0286
3818.365,4.029
3819.329,4.02877
3820.293,4.029623
3821.258,4.036118
3822.222,4.03791
3823.186,4.03735
3824.15,4.03763
3825.114,4.037469
3826.079,4.040019
3827.043,4.0439
3828.007,4.04465
3828.971,4.045191
3829.936,4.046559
3830.9,4.04717
3831.864,4.05299
3832.828,4.054509
3833.793,4.054022
3834.757,4.058529
3835.721,4.06287
3836.685,4.05686
3837.65,4.060515
3838.614,4.066499
3839.578,4.0663
3840.542,4.068231
3841.506,4.069659
3842.471,4.06756
3843.435,4.071089
3844.399,4.074369
3845.363,4.07378
3846.328,4.074759
3847.292,4.07631
3848.256,4.07828
3849.22,4.081781
3850.185,4.08398
3851.149,4.0819
3852.113,4.08907
3853.077,4.084139
3854.041,4.085748
3855.006,4.094059
3855.97,4.09206
3856.934,4.092751
3857.898,4.094421
3858.863,4.096179
3859.827,4.09678
3860.791,4.096971
3861.755,4.101093
3862.72,4.10467
3863.684,4.10263
3864.648,4.105992
3865.612,4.11034
3866.577,4.11017
3867.541,4.10987
3868.505,4.10918
3869.469,4.110962
3870.433,4.116948
3871.398,4.11894
3872.362,4.11797
3873.326,4.116882
3874.29,4.122269
3875.255,4.1232
3876.219,4.12335
3877.183,4.12448
3878.147,4.125858
3879.112,4.124669
3880.076,4.13054
3881.04,4.13401
3882.004,4.131842
3882.969,4.134269
3883.933,4.13648
3884.897,4.13324
3885.861,4.140141
3886.825,4.14271
3887.79,4.14246
3888.754,4.14261
3889.718,4.141829
3890.682,4.141985
3891.647,4.148679
3892.611,4.14886
3893.575,4.149681
3894.539,4.15128
3895.504,4.15205
3896.468,4.15391
3897.432,4.155769
3898.396,4.155472
3899.36,4.161519
3900.325,4.16042
3901.289,4.15932
3902.253,4.165609
3903.217,4.16333
3904.182,4.16545
3905.146,4.16869
3906.11,4.1696
3907.074,4.1701
3908.039,4.17042
3909.003,4.17179
3909.967,4.17316
3910.931,4.174301
3911.896,4.176149
3912.86,4.17853
3913.824,4.17978
3914.788,4.18147
3915.752,4.183053
3916.717,4.187199
3917.681,4.19028
3918.645,4.19033
3919.609,4.191182
3920.574,4.193369
3921.538,4.19342
3922.502,4.1939
3923.466,4.19473
3924.431,4.197449
3925.395,4.200409
3926.359,4.200009
3927.323,4.200401
3928.287,4.204738
3929.252,4.20733
3930.216,4.2081
3931.18,4.208841
3932.144,4.211499
3933.109,4.213049
3934.073,4.21463
3935.037,4.21706
3936.001,4.217899
3936.966,4.21822
3937.93,4.22017
3938.894,4.22102
3939.858,4.221851
3940.823,4.223889
3941.787,4.225039
3942.751,4.2271
3943.715,4.22809
3944.679,4.229331
3945.644,4.23085
3946.608,4.23296
3947.572,4.23541
3948.536,4.23494
3949.501,4.23596
3950.465,4.23911
3951.429,4.23994
3952.393,4.240631
3953.358,4.24207
3954.322,4.24371
3955.286,4.245551
3956.25,4.24743
3957.214,4.24929
3958.179,4.25004
3959.143,4.25171
3960.107,4.25314
3961.071,4.253879
3962.036,4.256289
3963.0,4.25766
3963.964,4.25813
3964.928,4.259492
3965.893,4.262609
3966.857,4.26469
3967.821,4.26493
3968.785,4.267272
3969.75,4.269489
3970.714,4.27
3971.678,4.2711
3972.642,4.27363
3973.606,4.2745
3974.571,4.27577
3975.535,4.27869
3976.499,4.28029
3977.463,4.280981
3978.428,4.28188
3979.392,4.282629
3980.356,4.283941
3981.32,4.286961
3982.285,4.28875
3983.249,4.288849
3984.213,4.291081
3985.177,4.293821
3986.141,4.296319
3987.106,4.29684
3988.07,4.29682
3989.034,4.29794
3989.998,4.300229
3990.963,4.30237
3991.927,4.30415
3992.891,4.30439
3993.855,4.306952
3994.82,4.310339
3995.784,4.31125
3996.748,4.31153
3997.712,4.31384
3998.677,4.315149
3999.641,4.317378
4000.605,-0.09079
