Chemical Shift,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
254.162,0.13860548714955317,0.16392618446278748,0.31433976158481314,0.15249866079533456,0.26208737396538706,0.4673498042678631,0.06509703794279953,0.2930386624874956,0.10863418028675788,0.11124549200656667,0.28189370628181587,0.3644671499842002,0.17675063298676558,0.1392948959133981,0.09361081012364178
254.064,0.11355277919458434,0.15107143160928155,0.3360520198207566,0.14578176204429613,0.24179439515270862,0.4625640378411166,0.10115128724461808,0.27634378025324385,0.11883273866783414,0.12407011425648921,0.33216838572134,0.32936476699572936,0.2050080007361093,0.1301360968879442,0.11980178872373554
253.967,0.09504802145998552,0.13993942507800616,0.35935909958384443,0.12400839665967583,0.2244050664890644,0.4270217188666917,0.14684091044539532,0.23414541268441877,0.14406372350739136,0.11570918015648986,0.3507010436198587,0.3066888309423452,0.23800166463568795,0.11747959979643183,0.1388904676948534
253.869,0.09178096305218177,0.13405067907883034,0.3577378588063499,0.10447379406393514,0.19508458298350573,0.3698154919227618,0.1791611628540721,0.18095223595357057,0.16658988832350882,0.09673723713212566,0.3307865732574211,0.29622916032529956,0.27237769066859735,0.08431746175518787,0.14475132491731607
253.771,0.07798287389758446,0.12795589656392117,0.32923192650206995,0.11919088590070116,0.17061227130010143,0.31184854418272495,0.19089846235005128,0.1331794234284676,0.18499109859169122,0.0981506344005064,0.28129630144998163,0.29171760267361835,0.2969501974849891,0.03013172550942178,0.14477828851563618
253.673,0.0495914780847789,0.13267512273531015,0.29522315145715533,0.1493757670631199,0.17356691508678054,0.270491278164241,0.18132656246112283,0.10434338397659884,0.2020741810114038,0.11379876433677755,0.2302147315519082,0.28915124650528967,0.30195927905517617,1.1102230246251565e-16,0.1617119491077088
253.575,0.038483373320939374,0.13553107242504875,0.2835249274121972,0.17174978305884864,0.18499301993196085,0.23927464651875782,0.1764606009295493,0.0828551139434873,0.2188727609613531,0.14039873158618119,0.19861742377672192,0.301059054133202,0.3103672512929847,-2.220446049250313e-16,0.1779024208864458
253.477,0.06281142219231602,0.1250444146960955,0.3031027162173172,0.17942624298656434,0.19935534947533518,0.209223833552217,0.2013505434109241,0.06508585487350399,0.22142884567605903,0.16650714741900627,0.19768340655208005,0.3167760179038934,0.3212717681471551,-3.3306690738754696e-16,0.19143142360161264
253.38,0.10922985810457993,0.11374929099578215,0.2940822188680261,0.17411560026758677,0.21649740602398893,0.17725175146572283,0.2407704608172237,0.038514170065500564,0.21133409485966248,0.18374561190221464,0.19683266876329586,0.3167888082651649,0.31732203377155455,-9.992007221626409e-16,0.22210208537690473
253.282,0.16260399173586781,0.12273335398715396,0.2497743897696622,0.18938301609942643,0.22172048246616355,0.17379239914597408,0.2708207544157158,0.01773113167761295,0.20075536708742606,0.1831845224232165,0.1852091177943752,0.30502920904444464,0.30237783879546365,4.996003610813204e-16,0.2552708683711843
253.184,0.21006985483706136,0.14464558443177755,0.19164684521043476,0.2299927834907865,0.21782627384885883,0.21064916458089167,0.27540160519603285,0.002511076681137564,0.19612288565129526,0.16664875864024878,0.17901338102353528,0.3036860282511109,0.2770330588149967,0.02793982568496431,0.2754317095104566
253.086,0.22012387003227216,0.15418296939150655,0.15684546351178594,0.2697355147354622,0.21326377823727813,0.26407664439578027,0.23724122739523776,0.012734477894680934,0.19806915340171327,0.15157057859432965,0.16807510796732753,0.3309855217537756,0.2721155224148296,0.1152687404239909,0.27984602438149975
